Year,Month,Day,Hour,Host,Latency(ms),TTL
2019,3,7,15,ILMOCOP3CT08-16,79,123
2019,3,7,15,ILMOCOP3CT08-16,85,123
2019,3,7,15,ILMOCOP3CT08-16,68,123
2019,3,7,15,ILMOCOP3CT08-16,71,123
2019,3,7,15,ILMOCOP3CT08-16,129,123
2019,3,7,15,ILMOCOP3CT08-16,134,123
2019,3,7,15,ILMOCOP3CT08-16,93,123
2019,3,7,15,ILMOCOP3CT08-16,133,123
2019,3,7,15,ILMOCOP3CT08-16,131,123
2019,3,7,15,ILMOCOP3CT08-16,145,123
2019,3,7,15,ILMOCOP3CT08-17,151,123
2019,3,7,15,ILMOCOP3CT08-17,104,123
2019,3,7,15,ILMOCOP3CT08-17,224,123
2019,3,7,15,ILMOCOP3CT08-17,106,123
2019,3,7,15,ILMOCOP3CT08-17,87,123
2019,3,7,15,ILMOCOP3CT08-17,50,123
2019,3,7,15,ILMOCOP3CT08-17,90,123
2019,3,7,15,ILMOCOP3CT08-17,127,123
2019,3,7,15,ILMOCOP3CT08-17,67,123
2019,3,7,15,ILMOCOP3CT08-18,92,123
2019,3,7,15,ILMOCOP3CT08-18,89,123
2019,3,7,15,ILMOCOP3CT08-18,66,123
2019,3,7,15,ILMOCOP3CT08-18,123,123
2019,3,7,15,ILMOCOP3CT08-18,100,123
2019,3,7,15,ILMOCOP3CT08-18,84,123
2019,3,7,15,ILMOCOP3CT08-18,69,123
2019,3,7,15,ILMOCOP3CT08-18,109,123
2019,3,7,15,ILMOCOP3CT08-18,47,123
2019,3,7,15,ILMOCOP3CT08-18,78,123
2019,3,7,15,ILMOCOP3CT08-19,69,123
2019,3,7,15,ILMOCOP3CT08-19,82,123
2019,3,7,15,ILMOCOP3CT08-19,92,123
2019,3,7,15,ILMOCOP3CT08-19,96,123
2019,3,7,15,ILMOCOP3CT08-19,28,123
2019,3,7,15,ILMOCOP3CT08-19,67,123
2019,3,7,15,ILMOCOP3CT08-19,89,123
2019,3,7,15,ILMOCOP3CT08-19,117,123
2019,3,7,15,ILMOCOP3CT08-19,65,123
2019,3,7,15,ILMOCOP3CT08-19,60,123
2019,3,7,15,ILMOCOP3CT08-20,92,123
2019,3,7,15,ILMOCOP3CT08-20,139,123
2019,3,7,15,ILMOCOP3CT08-20,97,123
2019,3,7,15,ILMOCOP3CT08-20,90,123
2019,3,7,15,ILMOCOP3CT08-20,76,123
2019,3,7,15,ILMOCOP3CT08-20,77,123
2019,3,7,15,ILMOCOP3CT08-20,92,123
2019,3,7,15,ILMOCOP3CT08-20,98,123
2019,3,7,15,ILMOCOP3CT08-20,46,123
2019,3,12,8,ILMOCOP3CT08-16,100,123
2019,3,12,8,ILMOCOP3CT08-16,108,123
2019,3,12,8,ILMOCOP3CT08-16,53,123
2019,3,12,8,ILMOCOP3CT08-16,73,123
2019,3,12,8,ILMOCOP3CT08-16,92,123
2019,3,12,8,ILMOCOP3CT08-16,81,123
2019,3,12,8,ILMOCOP3CT08-16,118,123
2019,3,12,8,ILMOCOP3CT08-16,101,123
2019,3,12,8,ILMOCOP3CT08-16,90,123
2019,3,12,8,ILMOCOP3CT08-16,119,123
2019,3,12,8,ILMOCOP3CT08-17,98,123
2019,3,12,8,ILMOCOP3CT08-17,84,123
2019,3,12,8,ILMOCOP3CT08-17,72,123
2019,3,12,8,ILMOCOP3CT08-17,100,123
2019,3,12,8,ILMOCOP3CT08-17,35,123
2019,3,12,8,ILMOCOP3CT08-17,62,123
2019,3,12,8,ILMOCOP3CT08-17,73,123
2019,3,12,8,ILMOCOP3CT08-17,89,123
2019,3,12,8,ILMOCOP3CT08-17,75,123
2019,3,12,8,ILMOCOP3CT08-17,136,123
2019,3,12,8,ILMOCOP3CT08-18,98,123
2019,3,12,8,ILMOCOP3CT08-18,54,123
2019,3,12,8,ILMOCOP3CT08-18,62,123
2019,3,12,8,ILMOCOP3CT08-18,77,123
2019,3,12,8,ILMOCOP3CT08-18,99,123
2019,3,12,8,ILMOCOP3CT08-18,71,123
2019,3,12,8,ILMOCOP3CT08-18,73,123
2019,3,12,8,ILMOCOP3CT08-18,76,123
2019,3,12,8,ILMOCOP3CT08-18,77,123
2019,3,12,8,ILMOCOP3CT08-18,88,123
2019,3,12,8,ILMOCOP3CT08-19,89,123
2019,3,12,8,ILMOCOP3CT08-19,71,123
2019,3,12,8,ILMOCOP3CT08-19,66,123
2019,3,12,8,ILMOCOP3CT08-19,101,123
2019,3,12,8,ILMOCOP3CT08-19,107,123
2019,3,12,8,ILMOCOP3CT08-19,94,123
2019,3,12,8,ILMOCOP3CT08-19,56,123
2019,3,12,8,ILMOCOP3CT08-19,149,123
2019,3,12,8,ILMOCOP3CT08-19,67,123
2019,3,12,8,ILMOCOP3CT08-19,83,123
2019,3,12,8,ILMOCOP3CT08-20,97,123
2019,3,12,8,ILMOCOP3CT08-20,37,123
2019,3,12,8,ILMOCOP3CT08-20,61,123
2019,3,12,8,ILMOCOP3CT08-20,103,123
2019,3,12,8,ILMOCOP3CT08-20,123,123
2019,3,12,8,ILMOCOP3CT08-20,70,123
2019,3,12,8,ILMOCOP3CT08-20,83,123
2019,3,12,8,ILMOCOP3CT08-20,91,123
2019,3,12,8,ILMOCOP3CT08-20,62,123
2019,3,12,8,ILMOCOP3CT08-20,67,123
2019,3,12,10,ILMOCOP3CT08-16,96,123
2019,3,12,10,ILMOCOP3CT08-16,110,123
2019,3,12,10,ILMOCOP3CT08-16,118,123
2019,3,12,10,ILMOCOP3CT08-16,53,123
2019,3,12,10,ILMOCOP3CT08-16,79,123
2019,3,12,10,ILMOCOP3CT08-16,187,123
2019,3,12,10,ILMOCOP3CT08-16,122,123
2019,3,12,10,ILMOCOP3CT08-16,118,123
2019,3,12,10,ILMOCOP3CT08-16,84,123
2019,3,12,10,ILMOCOP3CT08-16,96,123
2019,3,12,10,ILMOCOP3CT08-17,83,123
2019,3,12,10,ILMOCOP3CT08-17,79,123
2019,3,12,10,ILMOCOP3CT08-17,32,123
2019,3,12,10,ILMOCOP3CT08-17,109,123
2019,3,12,10,ILMOCOP3CT08-17,248,123
2019,3,12,10,ILMOCOP3CT08-17,193,123
2019,3,12,10,ILMOCOP3CT08-17,155,123
2019,3,12,10,ILMOCOP3CT08-17,416,123
2019,3,12,10,ILMOCOP3CT08-17,73,123
2019,3,12,10,ILMOCOP3CT08-17,59,123
2019,3,12,10,ILMOCOP3CT08-18,97,123
2019,3,12,10,ILMOCOP3CT08-18,115,123
2019,3,12,10,ILMOCOP3CT08-18,381,123
2019,3,12,10,ILMOCOP3CT08-18,168,123
2019,3,12,10,ILMOCOP3CT08-18,35,123
2019,3,12,10,ILMOCOP3CT08-18,466,123
2019,3,12,10,ILMOCOP3CT08-18,78,123
2019,3,12,10,ILMOCOP3CT08-18,428,123
2019,3,12,10,ILMOCOP3CT08-18,125,123
2019,3,12,10,ILMOCOP3CT08-18,124,123
2019,3,12,10,ILMOCOP3CT08-19,170,123
2019,3,12,10,ILMOCOP3CT08-19,314,123
2019,3,12,10,ILMOCOP3CT08-19,106,123
2019,3,12,10,ILMOCOP3CT08-19,152,123
2019,3,12,10,ILMOCOP3CT08-19,105,123
2019,3,12,10,ILMOCOP3CT08-19,104,123
2019,3,12,10,ILMOCOP3CT08-19,91,123
2019,3,12,10,ILMOCOP3CT08-19,126,123
2019,3,12,10,ILMOCOP3CT08-19,97,123
2019,3,12,10,ILMOCOP3CT08-19,113,123
2019,3,12,10,ILMOCOP3CT08-20,121,123
2019,3,12,10,ILMOCOP3CT08-20,128,123
2019,3,12,10,ILMOCOP3CT08-20,245,123
2019,3,12,10,ILMOCOP3CT08-20,99,123
2019,3,12,10,ILMOCOP3CT08-20,112,123
2019,3,12,10,ILMOCOP3CT08-20,115,123
2019,3,12,10,ILMOCOP3CT08-20,129,123
2019,3,12,10,ILMOCOP3CT08-20,157,123
2019,3,12,10,ILMOCOP3CT08-20,110,123
2019,3,12,10,ILMOCOP3CT08-20,139,123
2019,3,12,11,ILMOCOP3CT08-16,100,123
2019,3,12,11,ILMOCOP3CT08-16,117,123
2019,3,12,11,ILMOCOP3CT08-16,49,123
2019,3,12,11,ILMOCOP3CT08-16,101,123
2019,3,12,11,ILMOCOP3CT08-16,465,123
2019,3,12,11,ILMOCOP3CT08-16,113,123
2019,3,12,11,ILMOCOP3CT08-16,47,123
2019,3,12,11,ILMOCOP3CT08-16,86,123
2019,3,12,11,ILMOCOP3CT08-16,50,123
2019,3,12,11,ILMOCOP3CT08-16,74,123
2019,3,12,11,ILMOCOP3CT08-17,80,123
2019,3,12,11,ILMOCOP3CT08-17,87,123
2019,3,12,11,ILMOCOP3CT08-17,67,123
2019,3,12,11,ILMOCOP3CT08-17,128,123
2019,3,12,11,ILMOCOP3CT08-17,60,123
2019,3,12,11,ILMOCOP3CT08-17,104,123
2019,3,12,11,ILMOCOP3CT08-17,131,123
2019,3,12,11,ILMOCOP3CT08-17,101,123
2019,3,12,11,ILMOCOP3CT08-17,182,123
2019,3,12,11,ILMOCOP3CT08-17,57,123
2019,3,12,11,ILMOCOP3CT08-18,60,123
2019,3,12,11,ILMOCOP3CT08-18,97,123
2019,3,12,11,ILMOCOP3CT08-18,49,123
2019,3,12,11,ILMOCOP3CT08-18,33,123
2019,3,12,11,ILMOCOP3CT08-18,92,123
2019,3,12,11,ILMOCOP3CT08-18,69,123
2019,3,12,11,ILMOCOP3CT08-18,104,123
2019,3,12,11,ILMOCOP3CT08-18,114,123
2019,3,12,11,ILMOCOP3CT08-18,67,123
2019,3,12,11,ILMOCOP3CT08-18,101,123
2019,3,12,11,ILMOCOP3CT08-19,129,123
2019,3,12,11,ILMOCOP3CT08-19,74,123
2019,3,12,11,ILMOCOP3CT08-19,117,123
2019,3,12,11,ILMOCOP3CT08-19,72,123
2019,3,12,11,ILMOCOP3CT08-19,70,123
2019,3,12,11,ILMOCOP3CT08-19,115,123
2019,3,12,11,ILMOCOP3CT08-19,90,123
2019,3,12,11,ILMOCOP3CT08-19,69,123
2019,3,12,11,ILMOCOP3CT08-19,95,123
2019,3,12,11,ILMOCOP3CT08-19,83,123
2019,3,12,11,ILMOCOP3CT08-20,77,123
2019,3,12,11,ILMOCOP3CT08-20,70,123
2019,3,12,11,ILMOCOP3CT08-20,78,123
2019,3,12,11,ILMOCOP3CT08-20,87,123
2019,3,12,11,ILMOCOP3CT08-20,109,123
2019,3,12,11,ILMOCOP3CT08-20,94,123
2019,3,12,11,ILMOCOP3CT08-20,101,123
2019,3,12,11,ILMOCOP3CT08-20,29,123
2019,3,12,11,ILMOCOP3CT08-20,139,123
2019,3,12,11,ILMOCOP3CT08-20,38,123
2019,3,12,12,ILMOCOP3CT08-16,75,123
2019,3,12,12,ILMOCOP3CT08-16,96,123
2019,3,12,12,ILMOCOP3CT08-16,89,123
2019,3,12,12,ILMOCOP3CT08-16,111,123
2019,3,12,12,ILMOCOP3CT08-16,82,123
2019,3,12,12,ILMOCOP3CT08-16,48,123
2019,3,12,12,ILMOCOP3CT08-16,149,123
2019,3,12,12,ILMOCOP3CT08-16,55,123
2019,3,12,12,ILMOCOP3CT08-16,147,123
2019,3,12,12,ILMOCOP3CT08-16,85,123
2019,3,12,12,ILMOCOP3CT08-17,94,123
2019,3,12,12,ILMOCOP3CT08-17,51,123
2019,3,12,12,ILMOCOP3CT08-17,91,123
2019,3,12,12,ILMOCOP3CT08-17,93,123
2019,3,12,12,ILMOCOP3CT08-17,111,123
2019,3,12,12,ILMOCOP3CT08-17,96,123
2019,3,12,12,ILMOCOP3CT08-17,51,123
2019,3,12,12,ILMOCOP3CT08-17,96,123
2019,3,12,12,ILMOCOP3CT08-17,113,123
2019,3,12,12,ILMOCOP3CT08-17,73,123
2019,3,12,12,ILMOCOP3CT08-18,89,123
2019,3,12,12,ILMOCOP3CT08-18,44,123
2019,3,12,12,ILMOCOP3CT08-18,79,123
2019,3,12,12,ILMOCOP3CT08-18,93,123
2019,3,12,12,ILMOCOP3CT08-18,38,123
2019,3,12,12,ILMOCOP3CT08-18,87,123
2019,3,12,12,ILMOCOP3CT08-18,78,123
2019,3,12,12,ILMOCOP3CT08-18,68,123
2019,3,12,12,ILMOCOP3CT08-18,127,123
2019,3,12,12,ILMOCOP3CT08-18,89,123
2019,3,12,12,ILMOCOP3CT08-19,85,123
2019,3,12,12,ILMOCOP3CT08-19,89,123
2019,3,12,12,ILMOCOP3CT08-19,116,123
2019,3,12,12,ILMOCOP3CT08-19,72,123
2019,3,12,12,ILMOCOP3CT08-19,88,123
2019,3,12,12,ILMOCOP3CT08-19,81,123
2019,3,12,12,ILMOCOP3CT08-19,82,123
2019,3,12,12,ILMOCOP3CT08-19,75,123
2019,3,12,12,ILMOCOP3CT08-19,92,123
2019,3,12,12,ILMOCOP3CT08-19,75,123
2019,3,12,12,ILMOCOP3CT08-20,66,123
2019,3,12,12,ILMOCOP3CT08-20,61,123
2019,3,12,12,ILMOCOP3CT08-20,72,123
2019,3,12,12,ILMOCOP3CT08-20,104,123
2019,3,12,12,ILMOCOP3CT08-20,65,123
2019,3,12,12,ILMOCOP3CT08-20,72,123
2019,3,12,12,ILMOCOP3CT08-20,101,123
2019,3,12,12,ILMOCOP3CT08-20,102,123
2019,3,12,12,ILMOCOP3CT08-20,101,123
2019,3,12,12,ILMOCOP3CT08-20,84,123
2019,3,12,15,ILMOCOP3CT08-16,8,123
2019,3,12,15,ILMOCOP3CT08-16,8,123
2019,3,12,15,ILMOCOP3CT08-16,16,123
2019,3,12,15,ILMOCOP3CT08-16,58,123
2019,3,12,15,ILMOCOP3CT08-16,115,123
2019,3,12,15,ILMOCOP3CT08-16,9,123
2019,3,12,15,ILMOCOP3CT08-16,9,123
2019,3,12,15,ILMOCOP3CT08-16,12,123
2019,3,12,15,ILMOCOP3CT08-16,34,123
2019,3,12,15,ILMOCOP3CT08-16,103,123
2019,3,12,15,ILMOCOP3CT08-17,78,123
2019,3,12,15,ILMOCOP3CT08-17,8,123
2019,3,12,15,ILMOCOP3CT08-17,11,123
2019,3,12,15,ILMOCOP3CT08-17,11,123
2019,3,12,15,ILMOCOP3CT08-17,21,123
2019,3,12,15,ILMOCOP3CT08-17,8,123
2019,3,12,15,ILMOCOP3CT08-17,11,123
2019,3,12,15,ILMOCOP3CT08-17,9,123
2019,3,12,15,ILMOCOP3CT08-17,24,123
2019,3,12,15,ILMOCOP3CT08-17,9,123
2019,3,12,15,ILMOCOP3CT08-18,10,123
2019,3,12,15,ILMOCOP3CT08-18,10,123
2019,3,12,15,ILMOCOP3CT08-18,8,123
2019,3,12,15,ILMOCOP3CT08-18,9,123
2019,3,12,15,ILMOCOP3CT08-18,16,123
2019,3,12,15,ILMOCOP3CT08-18,8,123
2019,3,12,15,ILMOCOP3CT08-18,8,123
2019,3,12,15,ILMOCOP3CT08-18,8,123
2019,3,12,15,ILMOCOP3CT08-18,9,123
2019,3,12,15,ILMOCOP3CT08-18,9,123
2019,3,12,15,ILMOCOP3CT08-19,9,123
2019,3,12,15,ILMOCOP3CT08-19,10,123
2019,3,12,15,ILMOCOP3CT08-19,8,123
2019,3,12,15,ILMOCOP3CT08-19,10,123
2019,3,12,15,ILMOCOP3CT08-19,49,123
2019,3,12,15,ILMOCOP3CT08-19,21,123
2019,3,12,15,ILMOCOP3CT08-19,17,123
2019,3,12,15,ILMOCOP3CT08-19,8,123
2019,3,12,15,ILMOCOP3CT08-19,8,123
2019,3,12,15,ILMOCOP3CT08-19,12,123
2019,3,12,15,ILMOCOP3CT08-20,10,123
2019,3,12,15,ILMOCOP3CT08-20,9,123
2019,3,12,15,ILMOCOP3CT08-20,11,123
2019,3,12,15,ILMOCOP3CT08-20,8,123
2019,3,12,15,ILMOCOP3CT08-20,10,123
2019,3,12,15,ILMOCOP3CT08-20,8,123
2019,3,12,15,ILMOCOP3CT08-20,8,123
2019,3,12,15,ILMOCOP3CT08-20,10,123
2019,3,12,15,ILMOCOP3CT08-20,10,123
2019,3,12,15,ILMOCOP3CT08-20,26,123
2019,3,18,7,ILMOCOP3CT08-11,9,123
2019,3,18,7,ILMOCOP3CT08-11,9,123
2019,3,18,7,ILMOCOP3CT08-11,12,123
2019,3,18,7,ILMOCOP3CT08-11,12,123
2019,3,18,7,ILMOCOP3CT08-11,9,123
2019,3,18,7,ILMOCOP3CT08-11,9,123
2019,3,18,7,ILMOCOP3CT08-11,11,123
2019,3,18,7,ILMOCOP3CT08-11,9,123
2019,3,18,7,ILMOCOP3CT08-11,10,123
2019,3,18,7,ILMOCOP3CT08-11,10,123
2019,3,18,7,ILMOCOP3CT08-12,9,123
2019,3,18,7,ILMOCOP3CT08-12,14,123
2019,3,18,7,ILMOCOP3CT08-12,10,123
2019,3,18,7,ILMOCOP3CT08-12,11,123
2019,3,18,7,ILMOCOP3CT08-12,10,123
2019,3,18,7,ILMOCOP3CT08-12,10,123
2019,3,18,7,ILMOCOP3CT08-12,10,123
2019,3,18,7,ILMOCOP3CT08-12,9,123
2019,3,18,7,ILMOCOP3CT08-12,8,123
2019,3,18,7,ILMOCOP3CT08-12,9,123
2019,3,18,7,ILMOCOP3CT08-13,20,123
2019,3,18,7,ILMOCOP3CT08-13,9,123
2019,3,18,7,ILMOCOP3CT08-13,11,123
2019,3,18,7,ILMOCOP3CT08-13,11,123
2019,3,18,7,ILMOCOP3CT08-13,86,123
2019,3,18,7,ILMOCOP3CT08-13,208,123
2019,3,18,7,ILMOCOP3CT08-13,13,123
2019,3,18,7,ILMOCOP3CT08-13,14,123
2019,3,18,7,ILMOCOP3CT08-13,9,123
2019,3,18,7,ILMOCOP3CT08-13,17,123
2019,3,18,7,ILMOCOP3CT08-14,9,123
2019,3,18,7,ILMOCOP3CT08-14,8,123
2019,3,18,7,ILMOCOP3CT08-14,9,123
2019,3,18,7,ILMOCOP3CT08-14,8,123
2019,3,18,7,ILMOCOP3CT08-14,25,123
2019,3,18,7,ILMOCOP3CT08-14,25,123
2019,3,18,7,ILMOCOP3CT08-14,12,123
2019,3,18,7,ILMOCOP3CT08-14,20,123
2019,3,18,7,ILMOCOP3CT08-14,18,123
2019,3,18,7,ILMOCOP3CT08-14,10,123
2019,3,18,7,ILMOCOP3CT08-15,12,123
2019,3,18,7,ILMOCOP3CT08-15,9,123
2019,3,18,7,ILMOCOP3CT08-15,11,123
2019,3,18,7,ILMOCOP3CT08-15,9,123
2019,3,18,7,ILMOCOP3CT08-15,9,123
2019,3,18,7,ILMOCOP3CT08-15,11,123
2019,3,18,7,ILMOCOP3CT08-15,10,123
2019,3,18,7,ILMOCOP3CT08-15,14,123
2019,3,18,7,ILMOCOP3CT08-15,9,123
2019,3,18,7,ILMOCOP3CT08-15,9,123
2019,3,18,7,ILMOCOP3CT08-16,9,123
2019,3,18,7,ILMOCOP3CT08-16,11,123
2019,3,18,7,ILMOCOP3CT08-16,9,123
2019,3,18,7,ILMOCOP3CT08-16,16,123
2019,3,18,7,ILMOCOP3CT08-16,14,123
2019,3,18,7,ILMOCOP3CT08-16,10,123
2019,3,18,7,ILMOCOP3CT08-16,9,123
2019,3,18,7,ILMOCOP3CT08-16,9,123
2019,3,18,7,ILMOCOP3CT08-16,9,123
2019,3,18,7,ILMOCOP3CT08-16,9,123
2019,3,18,7,ILMOCOP3CT08-17,9,123
2019,3,18,7,ILMOCOP3CT08-17,12,123
2019,3,18,7,ILMOCOP3CT08-17,8,123
2019,3,18,7,ILMOCOP3CT08-17,12,123
2019,3,18,7,ILMOCOP3CT08-17,10,123
2019,3,18,7,ILMOCOP3CT08-17,11,123
2019,3,18,7,ILMOCOP3CT08-17,13,123
2019,3,18,7,ILMOCOP3CT08-17,15,123
2019,3,18,7,ILMOCOP3CT08-17,10,123
2019,3,18,7,ILMOCOP3CT08-17,10,123
2019,3,18,7,ILMOCOP3CT08-18,10,123
2019,3,18,7,ILMOCOP3CT08-18,9,123
2019,3,18,7,ILMOCOP3CT08-18,9,123
2019,3,18,7,ILMOCOP3CT08-18,8,123
2019,3,18,7,ILMOCOP3CT08-18,9,123
2019,3,18,7,ILMOCOP3CT08-18,11,123
2019,3,18,7,ILMOCOP3CT08-18,34,123
2019,3,18,7,ILMOCOP3CT08-18,29,123
2019,3,18,7,ILMOCOP3CT08-18,21,123
2019,3,18,7,ILMOCOP3CT08-18,97,123
2019,3,18,7,ILMOCOP3CT08-19,75,123
2019,3,18,7,ILMOCOP3CT08-19,96,123
2019,3,18,7,ILMOCOP3CT08-19,87,123
2019,3,18,7,ILMOCOP3CT08-19,25,123
2019,3,18,7,ILMOCOP3CT08-19,24,123
2019,3,18,7,ILMOCOP3CT08-19,9,123
2019,3,18,7,ILMOCOP3CT08-19,10,123
2019,3,18,7,ILMOCOP3CT08-19,9,123
2019,3,18,7,ILMOCOP3CT08-19,9,123
2019,3,18,7,ILMOCOP3CT08-19,8,123
2019,3,18,7,ILMOCOP3CT08-20,10,123
2019,3,18,7,ILMOCOP3CT08-20,16,123
2019,3,18,7,ILMOCOP3CT08-20,9,123
2019,3,18,7,ILMOCOP3CT08-20,11,123
2019,3,18,7,ILMOCOP3CT08-20,18,123
2019,3,18,7,ILMOCOP3CT08-20,9,123
2019,3,18,7,ILMOCOP3CT08-20,9,123
2019,3,18,7,ILMOCOP3CT08-20,85,123
2019,3,18,7,ILMOCOP3CT08-20,131,123
2019,3,18,7,ILMOCOP3CT08-20,22,123
2019,3,18,8,ILMOCOP3CT08-11,32,123
2019,3,18,8,ILMOCOP3CT08-11,27,123
2019,3,18,8,ILMOCOP3CT08-11,32,123
2019,3,18,8,ILMOCOP3CT08-11,25,123
2019,3,18,8,ILMOCOP3CT08-11,24,123
2019,3,18,8,ILMOCOP3CT08-11,23,123
2019,3,18,8,ILMOCOP3CT08-11,112,123
2019,3,18,8,ILMOCOP3CT08-11,25,123
2019,3,18,8,ILMOCOP3CT08-11,34,123
2019,3,18,8,ILMOCOP3CT08-11,33,123
2019,3,18,8,ILMOCOP3CT08-12,79,123
2019,3,18,8,ILMOCOP3CT08-12,53,123
2019,3,18,8,ILMOCOP3CT08-12,51,123
2019,3,18,8,ILMOCOP3CT08-12,37,123
2019,3,18,8,ILMOCOP3CT08-12,105,123
2019,3,18,8,ILMOCOP3CT08-12,43,123
2019,3,18,8,ILMOCOP3CT08-12,22,123
2019,3,18,8,ILMOCOP3CT08-12,74,123
2019,3,18,8,ILMOCOP3CT08-12,63,123
2019,3,18,8,ILMOCOP3CT08-12,90,123
2019,3,18,8,ILMOCOP3CT08-13,34,123
2019,3,18,8,ILMOCOP3CT08-13,19,123
2019,3,18,8,ILMOCOP3CT08-13,37,123
2019,3,18,8,ILMOCOP3CT08-13,48,123
2019,3,18,8,ILMOCOP3CT08-13,57,123
2019,3,18,8,ILMOCOP3CT08-13,78,123
2019,3,18,8,ILMOCOP3CT08-13,90,123
2019,3,18,8,ILMOCOP3CT08-13,54,123
2019,3,18,8,ILMOCOP3CT08-13,69,123
2019,3,18,8,ILMOCOP3CT08-13,65,123
2019,3,18,8,ILMOCOP3CT08-14,69,123
2019,3,18,8,ILMOCOP3CT08-14,64,123
2019,3,18,8,ILMOCOP3CT08-14,71,123
2019,3,18,8,ILMOCOP3CT08-14,58,123
2019,3,18,8,ILMOCOP3CT08-14,60,123
2019,3,18,8,ILMOCOP3CT08-14,50,123
2019,3,18,8,ILMOCOP3CT08-14,52,123
2019,3,18,8,ILMOCOP3CT08-14,59,123
2019,3,18,8,ILMOCOP3CT08-14,202,123
2019,3,18,8,ILMOCOP3CT08-14,31,123
2019,3,18,8,ILMOCOP3CT08-15,25,123
2019,3,18,8,ILMOCOP3CT08-15,35,123
2019,3,18,8,ILMOCOP3CT08-15,42,123
2019,3,18,8,ILMOCOP3CT08-15,50,123
2019,3,18,8,ILMOCOP3CT08-15,51,123
2019,3,18,8,ILMOCOP3CT08-15,44,123
2019,3,18,8,ILMOCOP3CT08-15,53,123
2019,3,18,8,ILMOCOP3CT08-15,53,123
2019,3,18,8,ILMOCOP3CT08-15,50,123
2019,3,18,8,ILMOCOP3CT08-15,48,123
2019,3,18,8,ILMOCOP3CT08-16,52,123
2019,3,18,8,ILMOCOP3CT08-16,38,123
2019,3,18,8,ILMOCOP3CT08-16,42,123
2019,3,18,8,ILMOCOP3CT08-16,46,123
2019,3,18,8,ILMOCOP3CT08-16,49,123
2019,3,18,8,ILMOCOP3CT08-16,47,123
2019,3,18,8,ILMOCOP3CT08-16,90,123
2019,3,18,8,ILMOCOP3CT08-16,33,123
2019,3,18,8,ILMOCOP3CT08-16,15,123
2019,3,18,8,ILMOCOP3CT08-16,35,123
2019,3,18,8,ILMOCOP3CT08-17,44,123
2019,3,18,8,ILMOCOP3CT08-17,40,123
2019,3,18,8,ILMOCOP3CT08-17,8,123
2019,3,18,8,ILMOCOP3CT08-17,8,123
2019,3,18,8,ILMOCOP3CT08-17,13,123
2019,3,18,8,ILMOCOP3CT08-17,13,123
2019,3,18,8,ILMOCOP3CT08-17,9,123
2019,3,18,8,ILMOCOP3CT08-17,82,123
2019,3,18,8,ILMOCOP3CT08-17,11,123
2019,3,18,8,ILMOCOP3CT08-17,8,123
2019,3,18,8,ILMOCOP3CT08-18,10,123
2019,3,18,8,ILMOCOP3CT08-18,8,123
2019,3,18,8,ILMOCOP3CT08-18,141,123
2019,3,18,8,ILMOCOP3CT08-18,40,123
2019,3,18,8,ILMOCOP3CT08-18,25,123
2019,3,18,8,ILMOCOP3CT08-18,13,123
2019,3,18,8,ILMOCOP3CT08-18,11,123
2019,3,18,8,ILMOCOP3CT08-18,8,123
2019,3,18,8,ILMOCOP3CT08-18,31,123
2019,3,18,8,ILMOCOP3CT08-18,8,123
2019,3,18,8,ILMOCOP3CT08-19,9,123
2019,3,18,8,ILMOCOP3CT08-19,8,123
2019,3,18,8,ILMOCOP3CT08-19,10,123
2019,3,18,8,ILMOCOP3CT08-19,9,123
2019,3,18,8,ILMOCOP3CT08-19,8,123
2019,3,18,8,ILMOCOP3CT08-19,8,123
2019,3,18,8,ILMOCOP3CT08-19,8,123
2019,3,18,8,ILMOCOP3CT08-19,12,123
2019,3,18,8,ILMOCOP3CT08-19,14,123
2019,3,18,8,ILMOCOP3CT08-19,13,123
2019,3,18,8,ILMOCOP3CT08-20,14,123
2019,3,18,8,ILMOCOP3CT08-20,8,123
2019,3,18,8,ILMOCOP3CT08-20,34,123
2019,3,18,8,ILMOCOP3CT08-20,13,123
2019,3,18,8,ILMOCOP3CT08-20,55,123
2019,3,18,8,ILMOCOP3CT08-20,19,123
2019,3,18,8,ILMOCOP3CT08-20,16,123
2019,3,18,8,ILMOCOP3CT08-20,29,123
2019,3,18,8,ILMOCOP3CT08-20,19,123
2019,3,18,8,ILMOCOP3CT08-20,9,123
2019,3,18,14,ILMOCOP3CT08-11,35,123
2019,3,18,14,ILMOCOP3CT08-11,25,123
2019,3,18,14,ILMOCOP3CT08-11,28,123
2019,3,18,14,ILMOCOP3CT08-11,51,123
2019,3,18,14,ILMOCOP3CT08-11,8,123
2019,3,18,14,ILMOCOP3CT08-11,117,123
2019,3,18,14,ILMOCOP3CT08-11,43,123
2019,3,18,14,ILMOCOP3CT08-11,124,123
2019,3,18,14,ILMOCOP3CT08-11,174,123
2019,3,18,14,ILMOCOP3CT08-11,64,123
2019,3,18,14,ILMOCOP3CT08-12,51,123
2019,3,18,14,ILMOCOP3CT08-12,59,123
2019,3,18,14,ILMOCOP3CT08-12,51,123
2019,3,18,14,ILMOCOP3CT08-12,54,123
2019,3,18,14,ILMOCOP3CT08-12,40,123
2019,3,18,14,ILMOCOP3CT08-12,38,123
2019,3,18,14,ILMOCOP3CT08-12,73,123
2019,3,18,14,ILMOCOP3CT08-12,59,123
2019,3,18,14,ILMOCOP3CT08-12,41,123
